               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.015363,           0.0080035,            0.001194,              0.9898,             0.98332,             0.99417,             0.84563,            0.014278,           0.0042494,           0.0008111,            0.000892,            0.000892,            0.000892
                 140,            0.015286,           0.0079858,          0.00079987,             0.99105,             0.98074,             0.99383,             0.84495,            0.014355,            0.004229,           0.0014825,            0.000826,            0.000826,            0.000826
                 141,            0.015252,           0.0079627,          0.00097978,             0.98745,             0.98241,             0.99319,             0.84753,            0.014261,           0.0042271,           0.0031145,             0.00076,             0.00076,             0.00076
                 142,            0.015441,           0.0079897,           0.0012092,             0.98633,             0.98373,             0.99305,             0.84731,            0.014046,           0.0042489,           0.0033536,            0.000694,            0.000694,            0.000694
                 143,            0.015069,           0.0081792,          0.00078241,             0.99107,              0.9824,             0.99367,             0.84835,            0.014098,           0.0042647,           0.0030123,            0.000628,            0.000628,            0.000628
                 144,            0.015279,           0.0077779,           0.0011986,              0.9863,             0.98279,             0.99382,             0.84488,            0.014222,           0.0042924,           0.0022079,            0.000562,            0.000562,            0.000562
                 145,            0.015251,           0.0078631,          0.00077093,             0.98682,             0.98358,             0.99363,             0.84525,            0.014298,            0.004258,           0.0025341,            0.000496,            0.000496,            0.000496
                 146,            0.014981,            0.007879,           0.0011203,             0.99165,             0.98562,             0.99357,             0.84577,            0.014064,           0.0042475,           0.0019185,             0.00043,             0.00043,             0.00043
                 147,            0.015006,           0.0077417,           0.0011885,             0.98859,             0.98522,             0.99385,             0.84585,            0.013949,           0.0042441,           0.0019084,            0.000364,            0.000364,            0.000364
                 148,            0.014961,           0.0078411,          0.00088153,             0.98865,             0.98388,             0.99395,              0.8476,             0.01399,           0.0042524,           0.0018805,            0.000298,            0.000298,            0.000298
                 149,            0.014823,           0.0076826,          0.00084414,             0.98463,             0.98189,             0.99389,             0.84688,            0.014165,           0.0042758,           0.0021264,            0.000232,            0.000232,            0.000232
